source,file_name,audio_path,speaker_id,word,target_sound,label,round
speakclear,susan_saw_the_zebra_at_the_zoo-1.wav,wav/susan_saw_the_zebra_at_the_zoo-1.wav,self,susan saw the zebra at the zoo,mixed,unclear,1
speakclear,susan_saw_the_zebra_at_the_zoo-2.wav,wav/susan_saw_the_zebra_at_the_zoo-2.wav,self,susan saw the zebra at the zoo,mixed,clear,2
speakclear,susan_saw_the_zebra_at_the_zoo-3.wav,wav/susan_saw_the_zebra_at_the_zoo-3.wav,self,susan saw the zebra at the zoo,mixed,clear,3
speakclear,the_music_sounded_soft_and_fuzzy-1.wav,wav/the_music_sounded_soft_and_fuzzy-1.wav,self,the music sounded soft and fuzzy,mixed,clear,1
speakclear,the_music_sounded_soft_and_fuzzy-2.wav,wav/the_music_sounded_soft_and_fuzzy-2.wav,self,the music sounded soft and fuzzy,mixed,clear,2
speakclear,the_music_sounded_soft_and_fuzzy-3.wav,wav/the_music_sounded_soft_and_fuzzy-3.wav,self,the music sounded soft and fuzzy,mixed,clear,3
speakclear,the_puzzle_was_amazing-1.wav,wav/the_puzzle_was_amazing-1.wav,self,the puzzle was amazing,z,clear,1
speakclear,the_puzzle_was_amazing-2.wav,wav/the_puzzle_was_amazing-2.wav,self,the puzzle was amazing,z,clear,2
speakclear,the_puzzle_was_amazing-3.wav,wav/the_puzzle_was_amazing-3.wav,self,the puzzle was amazing,z,clear,3
speakclear,the_sun_set_slowly-1.wav,wav/the_sun_set_slowly-1.wav,self,the sun set slowly,s,clear,1
speakclear,the_sun_set_slowly-2.wav,wav/the_sun_set_slowly-2.wav,self,the sun set slowly,s,clear,2
speakclear,the_sun_set_slowly-3.wav,wav/the_sun_set_slowly-3.wav,self,the sun set slowly,s,clear,3
speakclear,zach_said_science_was_easy-1.wav,wav/zach_said_science_was_easy-1.wav,self,zach said science was easy,mixed,unclear,1
speakclear,zach_said_science_was_easy-2.wav,wav/zach_said_science_was_easy-2.wav,self,zach said science was easy,mixed,unclear,2
speakclear,zach_said_science_was_easy-3.wav,wav/zach_said_science_was_easy-3.wav,self,zach said science was easy,mixed,unclear,3
speakclear,zebra_zoomed_through_the_zoo-1.wav,wav/zebra_zoomed_through_the_zoo-1.wav,self,zebra zoomed through the zoo,z,clear,1
speakclear,zebra_zoomed_through_the_zoo-2.wav,wav/zebra_zoomed_through_the_zoo-2.wav,self,zebra zoomed through the zoo,z,clear,2
speakclear,zebra_zoomed_through_the_zoo-3.wav,wav/zebra_zoomed_through_the_zoo-3.wav,self,zebra zoomed through the zoo,z,clear,3
speakclear,zero_zebras_were_in_the_zone-1.wav,wav/zero_zebras_were_in_the_zone-1.wav,self,zero zebras were in the zone,z,clear,1
speakclear,zero_zebras_were_in_the_zone-2.wav,wav/zero_zebras_were_in_the_zone-2.wav,self,zero zebras were in the zone,z,unclear,2
speakclear,zero_zebras_were_in_the_zone-3.wav,wav/zero_zebras_were_in_the_zone-3.wav,self,zero zebras were in the zone,z,unclear,3
speakclear,around-1.wav,wav/around-1.wav,self,around,r,clear,1
speakclear,around-2.wav,wav/around-2.wav,self,around,r,clear,2
speakclear,around-3.wav,wav/around-3.wav,self,around,r,clear,3
speakclear,around-4.wav,wav/around-4.wav,self,around,r,clear,4
speakclear,around-5.wav,wav/around-5.wav,self,around,r,clear,5
speakclear,bath-1.wav,wav/bath-1.wav,self,bath,th,unclear,1
speakclear,bath-2.wav,wav/bath-2.wav,self,bath,th,unclear,2
speakclear,bath-3.wav,wav/bath-3.wav,self,bath,th,unclear,3
speakclear,bath-4.wav,wav/bath-4.wav,self,bath,th,clear,4
speakclear,bath-5.wav,wav/bath-5.wav,self,bath,th,clear,5
speakclear,birthday-1.wav,wav/birthday-1.wav,self,birthday,th,clear,1
speakclear,birthday-2.wav,wav/birthday-2.wav,self,birthday,th,clear,2
speakclear,birthday-3.wav,wav/birthday-3.wav,self,birthday,th,clear,3
speakclear,birthday-4.wav,wav/birthday-4.wav,self,birthday,th,clear,4
speakclear,birthday-5.wav,wav/birthday-5.wav,self,birthday,th,clear,5
speakclear,car-1.wav,wav/car-1.wav,self,car,r,clear,1
speakclear,car-2.wav,wav/car-2.wav,self,car,r,clear,2
speakclear,car-3.wav,wav/car-3.wav,self,car,r,clear,3
speakclear,car-4.wav,wav/car-4.wav,self,car,r,clear,4
speakclear,car-5.wav,wav/car-5.wav,self,car,r,clear,5
speakclear,carrot-1.wav,wav/carrot-1.wav,self,carrot,r,clear,1
speakclear,carrot-2.wav,wav/carrot-2.wav,self,carrot,r,clear,2
speakclear,carrot-3.wav,wav/carrot-3.wav,self,carrot,r,clear,3
speakclear,carrot-4.wav,wav/carrot-4.wav,self,carrot,r,clear,4
speakclear,carrot-5.wav,wav/carrot-5.wav,self,carrot,r,clear,5
speakclear,far-1.wav,wav/far-1.wav,self,far,r,clear,1
speakclear,far-2.wav,wav/far-2.wav,self,far,r,clear,2
speakclear,far-3.wav,wav/far-3.wav,self,far,r,clear,3
speakclear,far-4.wav,wav/far-4.wav,self,far,r,clear,4
speakclear,far-5.wav,wav/far-5.wav,self,far,r,clear,5
speakclear,healthy-1.wav,wav/healthy-1.wav,self,healthy,th,clear,1
speakclear,healthy-2.wav,wav/healthy-2.wav,self,healthy,th,clear,2
speakclear,healthy-3.wav,wav/healthy-3.wav,self,healthy,th,clear,3
speakclear,healthy-4.wav,wav/healthy-4.wav,self,healthy,th,clear,4
speakclear,healthy-5.wav,wav/healthy-5.wav,self,healthy,th,clear,5
speakclear,mirror-1.wav,wav/mirror-1.wav,self,mirror,r,clear,1
speakclear,mirror-2.wav,wav/mirror-2.wav,self,mirror,r,unclear,2
speakclear,mirror-3.wav,wav/mirror-3.wav,self,mirror,r,clear,3
speakclear,mirror-4.wav,wav/mirror-4.wav,self,mirror,r,clear,4
speakclear,mirror-5.wav,wav/mirror-5.wav,self,mirror,r,clear,5
speakclear,nothing-1.wav,wav/nothing-1.wav,self,nothing,th,unclear,1
speakclear,nothing-2.wav,wav/nothing-2.wav,self,nothing,th,unclear,2
speakclear,nothing-3.wav,wav/nothing-3.wav,self,nothing,th,clear,3
speakclear,nothing-4.wav,wav/nothing-4.wav,self,nothing,th,unclear,4
speakclear,nothing-5.wav,wav/nothing-5.wav,self,nothing,th,clear,5
speakclear,race-1.wav,wav/race-1.wav,self,race,r,clear,1
speakclear,race-2.wav,wav/race-2.wav,self,race,r,clear,2
speakclear,race-3.wav,wav/race-3.wav,self,race,r,clear,3
speakclear,race-4.wav,wav/race-4.wav,self,race,r,clear,4
speakclear,race-5.wav,wav/race-5.wav,self,race,r,clear,5
speakclear,red-1.wav,wav/red-1.wav,self,red,r,clear,1
speakclear,red-2.wav,wav/red-2.wav,self,red,r,unclear,2
speakclear,red-3.wav,wav/red-3.wav,self,red,r,unclear,3
speakclear,red-4.wav,wav/red-4.wav,self,red,r,clear,4
speakclear,red-5.wav,wav/red-5.wav,self,red,r,clear,5
speakclear,right-1.wav,wav/right-1.wav,self,right,r,unclear,1
speakclear,right-2.wav,wav/right-2.wav,self,right,r,clear,2
speakclear,right-3.wav,wav/right-3.wav,self,right,r,unclear,3
speakclear,right-4.wav,wav/right-4.wav,self,right,r,unclear,4
speakclear,right-5.wav,wav/right-5.wav,self,right,r,unclear,5
speakclear,river-1.wav,wav/river-1.wav,self,river,r,clear,1
speakclear,river-2.wav,wav/river-2.wav,self,river,r,clear,2
speakclear,river-3.wav,wav/river-3.wav,self,river,r,clear,3
speakclear,river-4.wav,wav/river-4.wav,self,river,r,clear,4
speakclear,river-5.wav,wav/river-5.wav,self,river,r,clear,5
speakclear,story-1.wav,wav/story-1.wav,self,story,r,clear,1
speakclear,story-2.wav,wav/story-2.wav,self,story,r,clear,2
speakclear,story-3.wav,wav/story-3.wav,self,story,r,clear,3
speakclear,story-4.wav,wav/story-4.wav,self,story,r,clear,4
speakclear,story-5.wav,wav/story-5.wav,self,story,r,clear,5
speakclear,teeth-1.wav,wav/teeth-1.wav,self,teeth,th,clear,1
speakclear,teeth-2.wav,wav/teeth-2.wav,self,teeth,th,unclear,2
speakclear,teeth-3.wav,wav/teeth-3.wav,self,teeth,th,unclear,3
speakclear,teeth-4.wav,wav/teeth-4.wav,self,teeth,th,clear,4
speakclear,teeth-5.wav,wav/teeth-5.wav,self,teeth,th,clear,5
speakclear,thank-1.wav,wav/thank-1.wav,self,thank,th,unclear,1
speakclear,thank-2.wav,wav/thank-2.wav,self,thank,th,unclear,2
speakclear,thank-3.wav,wav/thank-3.wav,self,thank,th,unclear,3
speakclear,thank-4.wav,wav/thank-4.wav,self,thank,th,unclear,4
speakclear,thank-5.wav,wav/thank-5.wav,self,thank,th,unclear,5
speakclear,thin-1.wav,wav/thin-1.wav,self,thin,th,clear,1
speakclear,thin-2.wav,wav/thin-2.wav,self,thin,th,clear,2
speakclear,thin-3.wav,wav/thin-3.wav,self,thin,th,clear,3
speakclear,thin-4.wav,wav/thin-4.wav,self,thin,th,clear,4
speakclear,thin-5.wav,wav/thin-5.wav,self,thin,th,clear,5
speakclear,think-1.wav,wav/think-1.wav,self,think,th,clear,1
speakclear,think-2.wav,wav/think-2.wav,self,think,th,clear,2
speakclear,think-3.wav,wav/think-3.wav,self,think,th,clear,3
speakclear,think-4.wav,wav/think-4.wav,self,think,th,clear,4
speakclear,think-5.wav,wav/think-5.wav,self,think,th,clear,5
speakclear,thirty-1.wav,wav/thirty-1.wav,self,thirty,th,unclear,1
speakclear,thirty-2.wav,wav/thirty-2.wav,self,thirty,th,clear,2
speakclear,thirty-3.wav,wav/thirty-3.wav,self,thirty,th,unclear,3
speakclear,thirty-4.wav,wav/thirty-4.wav,self,thirty,th,unclear,4
speakclear,thirty-5.wav,wav/thirty-5.wav,self,thirty,th,unclear,5
speakclear,three-1.wav,wav/three-1.wav,self,three,th,unclear,1
speakclear,three-2.wav,wav/three-2.wav,self,three,th,unclear,2
speakclear,three-3.wav,wav/three-3.wav,self,three,th,unclear,3
speakclear,three-4.wav,wav/three-4.wav,self,three,th,clear,4
speakclear,three-5.wav,wav/three-5.wav,self,three,th,clear,5
